longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,y
-117.95,33.83,35,1107,207,641,210,5.0599,216.7
-117.95,33.83,31,2421,389,1348,413,4.9394,217.8
-117.95,33.82,35,1117,181,496,168,4.3269,224.7
-117.95,33.82,35,1068,190,514,174,4.0735,208.7
-117.95,33.82,29,2929,640,1618,584,3.6875,213.2
-117.95,33.81,33,1724,291,943,285,5.118,195.2
-117.95,33.81,24,2749,498,1367,460,4.025,240.7
-117.95,33.8,34,1654,285,905,292,4.6389,214.6
-117.95,33.79,34,2584,408,1233,405,5.6935,218.3
-117.95,33.78,9,3553,1035,2017,986,2.9726,133.8
-117.95,33.78,32,2296,560,1376,532,3.7303,188.5
-117.95,33.78,26,4115,883,2184,825,3.9536,191
-117.95,33.77,38,989,246,691,204,3.2632,180.9
-117.95,33.77,38,1476,308,1114,309,4.1917,181.8
-117.95,33.76,29,1829,366,1703,343,4.1295,188
-117.95,33.75,24,2027,358,1405,341,5.1416,231.4
-117.95,33.75,19,1983,283,1098,275,6.6355,276.1
-117.95,33.74,25,1393,243,976,245,5.4485,225.2
-117.95,33.74,21,3576,554,1846,538,5.9838,271.9
-117.95,33.74,16,2768,600,1182,563,3.7162,201.2
-117.95,33.72,21,3107,483,1688,503,5.9582,288
-117.95,33.71,20,2781,407,1242,408,6.1092,306.5
-117.95,33.71,16,6058,1715,3285,1495,3.4133,290.9
-117.95,33.7,17,5781,924,2585,915,5.343,231.9
-117.95,33.69,26,1417,264,817,261,4.875,230.4
-117.95,33.69,24,4269,618,1954,597,6.9261,284.6
-117.95,33.68,27,1732,303,1115,308,5.5312,239.2
-117.95,33.68,26,2249,344,1311,373,5.0287,265
-117.95,33.68,19,1028,191,340,159,3.6364,252.8
-117.95,33.67,25,1799,233,810,265,8.289,372.4
-117.95,33.67,25,1611,383,554,327,3.0417,137.3
-117.95,33.66,26,1787,227,639,224,6.8226,329.8
-117.95,33.66,22,2785,441,1086,392,7.3719,337.4
-117.95,33.63,29,1496,282,463,215,6.0516,500.001
-117.95,33.63,27,891,183,513,171,6,381.5
-117.95,33.63,17,6745,1547,2688,1535,3.9917,271.6
-117.96,34.71,32,3511,646,1733,510,3.46,123.9
-117.96,34.48,32,1896,342,806,299,4.5769,159.4
-117.96,34.14,33,1994,405,993,403,3.766,163.9
-117.96,34.14,27,2221,542,1328,523,2.5275,151.7
-117.96,34.1,35,4036,904,3878,846,3.2957,141.6
-117.96,34.1,30,2775,657,2847,642,3.2266,141.8
-117.96,34.09,6,1954,534,1584,496,3.1621,131
-117.96,34.09,30,2686,613,2477,573,3.4427,160.8
-117.96,34.08,39,1076,338,1242,332,2.2679,151.8
-117.96,34.08,33,4151,850,3563,848,3.1912,159.9
-117.96,34.08,28,2831,552,2330,557,3.9741,173.1
-117.96,34.07,35,2819,529,1508,485,4.6118,191.7
-117.96,34.07,32,2910,709,2583,670,3.7736,158.4
-117.96,34.06,34,2226,381,1464,365,4.4102,183.2
-117.96,34.06,31,2017,462,1462,457,2.067,167.3
-117.96,34.05,36,1475,270,1149,284,3.0904,158.6
-117.96,34.05,35,1254,263,1092,268,4.6364,163.1
-117.96,34.05,32,1993,388,1385,380,3.7258,181.9
-117.96,34.04,35,1141,212,924,212,3.1591,148.3
-117.96,34.04,34,1381,265,1020,268,4.025,146.9
-117.96,34.04,33,1458,268,1115,257,4.7955,158.1
-117.96,34.03,35,2093,407,1755,403,3.4115,150.4
-117.96,34.03,35,1623,331,1462,312,3.9803,152.6
-117.96,34.02,33,349,124,460,83,2.375,133.3
-117.96,34,34,2777,540,1954,522,4.5163,183.8
-117.96,33.99,25,2799,388,1348,389,6.2517,311.1
-117.96,33.99,25,1348,210,660,200,5.2852,297.6
-117.96,33.94,34,2228,399,1159,378,4.8906,228.9
-117.96,33.94,31,2397,518,1407,476,2.6641,185.2
-117.96,33.93,31,1471,321,841,330,3.46,232.8
-117.96,33.93,29,2316,522,1275,501,3.776,192.6
-117.96,33.93,15,2014,419,839,390,4.7446,175.4
-117.96,33.92,18,3744,1027,1654,912,3.2158,215
-117.96,33.9,9,1899,284,1070,293,7.2532,381.5
-117.96,33.9,10,2423,356,1213,347,6.5635,346.9
-117.96,33.89,24,1332,252,625,230,4.4375,334.1
-117.96,33.88,25,3578,461,1588,466,6.2556,341.3
-117.96,33.87,35,1972,367,1152,356,3.7222,187.5
-117.96,33.87,27,890,289,416,200,3.141,167.5
-117.96,33.86,35,2181,371,1249,358,4.2937,183.2
-117.96,33.86,35,2146,430,1230,429,3.7813,184.9
-117.96,33.86,32,2366,505,1283,477,3.3516,190
-117.96,33.85,36,1951,365,1254,358,4.8438,185.7
-117.96,33.85,35,1175,191,568,186,4.125,189.2
-117.96,33.84,31,2265,537,1617,507,3.4583,186.3
-117.96,33.83,34,982,148,498,156,6.3214,220.8
-117.96,33.83,29,1194,176,474,170,6.1001,298.9
-117.96,33.83,18,2067,770,870,541,3.1315,137.5
-117.96,33.82,32,2856,622,1499,601,3.63,183.4
-117.96,33.82,32,2726,556,1513,531,3.7917,197.4
-117.96,33.82,29,2176,468,1632,428,3.707,180.4
-117.96,33.81,35,1996,326,1409,330,4.7738,180
-117.96,33.81,35,1153,192,884,208,5.2384,177.4
-117.96,33.81,34,1941,356,1021,339,4.4663,183.9
-117.96,33.81,34,1416,277,980,284,4.7772,182.5
-117.96,33.8,35,1493,267,811,272,5.244,218
-117.96,33.8,33,2362,394,1185,387,4.425,188.4
-117.96,33.8,30,729,131,488,139,4.7667,195.2
-117.96,33.79,36,2398,403,1261,402,5.2816,221.8
-117.96,33.78,35,1330,201,658,217,6.37,229.2
-117.96,33.78,33,1520,239,658,242,4.875,269.3
-117.96,33.78,26,2136,557,1528,537,2.4931,236.1
-117.96,33.77,32,4398,905,2777,884,4.1321,222.8
-117.96,33.76,24,1328,290,1012,306,4.2813,189.5
-117.96,33.76,22,2520,556,2126,527,3.7734,193.9
-117.96,33.75,25,1323,208,852,229,4.6167,237.3
-117.96,33.75,22,2300,539,1625,542,2.78,196.3
-117.96,33.75,14,2509,611,1814,547,2.7986,176.1
-117.96,33.74,19,1783,415,1025,383,4.1484,230
-117.96,33.73,22,3479,455,1454,488,6.6324,347.6
-117.96,33.72,23,3929,559,1858,538,6.8645,318.2
-117.96,33.71,19,4328,849,2243,808,5.5702,342.6
-117.96,33.71,19,1624,221,782,228,4.5962,304.5
-117.96,33.7,23,2622,445,1103,407,4.725,289.6
-117.96,33.69,17,2500,343,1242,368,7.7313,316.7
-117.96,33.68,26,1374,234,731,244,6.0905,224.8
-117.96,33.68,24,6517,1279,3441,1198,4.25,152.1
-117.96,33.68,18,2594,539,817,485,2.3674,219.2
-117.96,33.67,16,5143,652,2209,637,7.0173,382.1
-117.96,33.66,19,5925,744,2302,729,7.5699,333.3
-117.96,33.65,24,4462,689,1943,712,5.7395,289.8
-117.96,33.65,23,5379,684,1826,555,7.0151,350.6
-117.96,33.65,21,2030,318,910,311,7.8453,343.3
-117.96,33.65,18,3603,879,1549,756,4.0229,363.1
-117.96,33.6,34,959,230,384,197,5.2333,471.4
-117.97,34.17,35,5005,848,2112,813,4.9968,295
-117.97,34.14,33,1328,348,903,329,3.1094,136
-117.97,34.14,15,3595,964,1839,877,2.6014,150.3
-117.97,34.13,42,683,127,541,138,3.4375,151.7
-117.97,34.13,33,2038,473,1546,469,3.4777,144.5
-117.97,34.11,18,123,28,121,26,3.0417,137.5
-117.97,34.1,33,1558,316,1600,338,2.9712,143.9
-117.97,34.1,26,1399,277,1285,276,4,160.1
-117.97,34.09,31,2779,639,2259,670,3.4032,143.4
-117.97,34.09,27,3569,761,3339,762,4.1304,160.5
-117.97,34.08,8,2027,480,1781,447,3.0806,142.4
-117.97,34.08,30,2227,474,1961,481,3.3261,164.1
-117.97,34.07,20,2063,496,1573,468,3.2,157.1
-117.97,34.06,34,3580,684,2786,636,4.0469,166.8
-117.97,34.06,31,2516,526,2194,497,3.2413,155.5
-117.97,34.05,36,931,160,746,201,3.1667,158
-117.97,34.05,36,1299,206,763,216,3.5179,161.4
-117.97,34.05,34,2050,495,1832,465,2.8333,155.7
-117.97,34.05,33,2028,422,1727,371,2.8438,157.6
-117.97,34.04,32,1507,295,1326,324,4.119,163.3
-117.97,34.04,28,1686,417,1355,388,2.5192,157.3
-117.97,34.01,33,3530,700,2959,679,3.7459,152.9
-117.97,34.01,33,2006,381,1410,346,3.7083,165.5
-117.97,34,28,1983,375,1407,367,3.8319,179
-117.97,33.99,23,3335,570,1560,555,5.7268,300.3
-117.97,33.99,22,5284,982,2613,932,4.7332,289.9
-117.97,33.96,30,4873,667,1995,638,7.2472,441.9
-117.97,33.94,36,1870,338,947,324,4.1205,217
-117.97,33.94,35,1928,360,1056,366,4.0893,215.7
-117.97,33.94,34,1632,263,690,268,5.5608,255.8
-117.97,33.93,35,1887,328,989,351,4.1321,198.1
-117.97,33.93,33,1700,369,981,362,4.5461,194
-117.97,33.93,31,1975,373,918,347,4.4107,202
-117.97,33.89,17,1851,344,764,339,5.1315,181.8
-117.97,33.89,17,1740,445,1158,412,2.8649,137.5
-117.97,33.89,14,923,136,420,130,10.2252,462.8
-117.97,33.88,16,2003,300,1172,318,6.0394,321.6
-117.97,33.88,11,1454,247,635,236,6.2427,218.5
-117.97,33.87,28,1784,440,1255,433,3.7054,169.2
-117.97,33.86,34,2138,490,1682,463,3.6006,161.7
-117.97,33.86,12,1370,367,1022,296,3.6471,141.7
-117.97,33.85,45,818,147,546,152,5.1057,170.7
-117.97,33.85,30,2513,476,1611,472,4.0061,182.9
-117.97,33.84,35,793,128,589,137,5.25,190.2
-117.97,33.84,25,2471,518,1539,500,4.2679,191.7
-117.97,33.83,22,3310,688,1807,674,4.0185,200.9
-117.97,33.83,16,2035,564,1118,503,3.2546,187.5
-117.97,33.82,26,2335,504,1121,502,2.9891,205.2
-117.97,33.81,30,2406,462,1753,456,4.485,180.6
-117.97,33.81,26,4022,1081,2457,1001,2.8042,206.3
-117.97,33.79,34,2456,410,1289,442,4.1818,224.2
-117.97,33.79,33,3268,641,1704,591,3.6849,211.4
-117.97,33.78,35,3148,597,2110,587,3.9479,203.8
-117.97,33.77,25,1295,417,856,342,2.7157,350
-117.97,33.77,22,2244,575,1543,533,2.6618,179.6
-117.97,33.77,20,1988,424,1277,425,2.9414,162.2
-117.97,33.76,28,1386,272,901,294,4.7464,187.5
-117.97,33.76,27,1712,325,1036,345,4.0508,183.9
-117.97,33.76,18,1862,399,1301,369,3.1771,194
-117.97,33.75,26,3361,722,2709,648,3.9107,190.7
-117.97,33.74,18,2814,539,1439,493,3.599,262
-117.97,33.74,16,1735,380,784,360,4.2566,139.2
-117.97,33.73,26,1694,260,885,279,5.0875,224.2
-117.97,33.73,19,4154,560,2130,589,7.2845,301.8
-117.97,33.71,26,2553,405,1337,411,5.3737,252.9
-117.97,33.71,25,3273,478,1645,497,5.8195,286.1
-117.97,33.69,21,4112,580,1886,581,6.799,292
-117.97,33.68,26,3653,568,1930,585,5.7301,260.9
-117.97,33.68,26,1616,292,700,241,5.5105,232.1
-117.97,33.68,16,4508,598,2221,623,7.3731,390.8
-117.97,33.67,25,3906,660,1809,622,5.6765,265.1
-117.97,33.67,17,4466,640,2166,666,6.979,330.7
-117.97,33.66,22,3914,600,1871,607,5.8541,281.5
-117.97,33.66,14,6090,1338,1974,1248,2.8061,180.3
-117.97,33.65,26,2379,336,988,346,5.3674,339.3
-117.97,33.63,25,2482,360,960,352,6.1572,344
-117.98,35.13,5,4849,920,2504,847,3.5391,81.9
-117.98,35.1,4,923,166,352,135,4.5724,84.5
-117.98,34.53,13,2815,535,1492,491,4.0945,135.7
-117.98,34.14,27,6341,1289,2899,1192,3.6336,235.2
-117.98,34.14,24,1596,388,1329,352,3.0417,148
-117.98,34.13,37,1447,309,1279,290,4.0083,142.9
-117.98,34.13,29,2110,460,1890,448,3.6806,130.5
-117.98,34.09,31,3073,617,2640,594,3.5,161.3
-117.98,34.08,17,3640,830,3537,807,3.4784,152.2
-117.98,34.07,28,441,106,504,108,2.9107,152.5
-117.98,34.07,15,3543,888,3131,823,3.0184,139.4
-117.98,34.06,36,2391,407,1967,398,4.0274,160.7
-117.98,34.06,33,1353,228,1079,237,4.5417,160.3
-117.98,34.05,35,2342,426,2176,416,3.7454,156.9
-117.98,34.05,33,1560,315,1467,313,4.1429,159.8
-117.98,34.04,34,2547,537,2108,498,3.4722,154.6
-117.98,34.04,29,1468,310,1390,276,3.75,190.6
-117.98,34.03,21,797,162,484,166,2.625,191.1
-117.98,34.02,33,3512,632,1971,598,4.4653,193.2
-117.98,34.02,32,2945,651,2044,652,3.1979,183.9
-117.98,34,22,3632,538,1968,566,6.019,324.9
-117.98,33.98,27,2275,346,1039,333,6.2217,333.5
-117.98,33.94,36,4297,717,2038,700,5.2851,258.8
-117.98,33.93,27,3142,509,1520,503,6.2924,232.5
-117.98,33.92,27,3700,568,1793,552,5.3668,219.8
-117.98,33.91,16,10621,1782,3836,1480,5.0923,257.2
-117.98,33.9,6,1537,347,506,280,4.8264,146.8
-117.98,33.87,29,1310,332,937,294,3.8068,158.7
-117.98,33.87,25,2037,515,1435,496,3.3199,188.8
-117.98,33.86,26,1240,285,781,315,4.1287,205.8
-117.98,33.86,25,1025,266,726,183,3.875,137.5
-117.98,33.84,35,984,179,661,199,5.0747,189.6
-117.98,33.84,33,2291,439,1187,405,3.9539,191.1
-117.98,33.84,31,1252,225,714,226,4.6042,220.7
-117.98,33.83,17,3419,932,2460,766,3.2823,228.5
-117.98,33.82,34,1290,220,867,241,5.5486,218.1
-117.98,33.82,34,1038,175,578,174,4.9219,200
-117.98,33.81,35,897,156,479,161,5.152,215.6
-117.98,33.81,28,3528,816,2304,764,2.582,181.8
-117.98,33.81,18,3751,878,2281,815,3.7201,183.1
-117.98,33.8,35,2114,341,1077,343,5.4876,227.5
-117.98,33.8,32,2161,432,1503,402,4.3036,191.4
-117.98,33.79,35,2356,478,1659,480,4.1115,179.7
-117.98,33.78,22,4255,971,2901,920,3.2636,180.2
-117.98,33.77,7,2252,570,1576,550,3.6333,169.8
-117.98,33.77,22,3236,673,2034,662,4.0955,174.2
-117.98,33.76,29,1518,312,1086,317,4.32,196.9
-117.98,33.76,28,3215,652,2066,636,4.0194,197.4
-117.98,33.76,23,1553,518,1988,474,2.1375,150
-117.98,33.75,37,1264,274,783,273,3.3438,199.6
-117.98,33.75,27,2343,415,1537,426,5.1345,210.6
-117.98,33.75,24,3865,802,2670,772,3.8158,180
-117.98,33.74,29,3443,635,2257,620,4.7404,207.5
-117.98,33.74,16,4636,908,2341,825,4.4261,304.7
-117.98,33.73,18,3833,1056,2192,996,3.4679,219.7
-117.98,33.72,28,3109,561,1891,562,5.2655,243.1
-117.98,33.72,24,2826,547,1738,546,6.0494,240.4
-117.98,33.71,26,1905,373,1098,368,4.8611,229.6
-117.98,33.71,24,3430,548,1601,512,5.6825,264.6
-117.98,33.71,24,2308,464,1101,407,4.4766,230
-117.98,33.7,24,3451,504,1736,493,6.3749,278
-117.98,33.7,17,1997,340,952,341,4.4148,239.2
-117.98,33.7,17,1989,411,1401,453,4.1603,160.5
-117.98,33.7,16,5127,631,2142,596,7.8195,390.5
-117.98,33.69,22,3957,520,1774,527,7.0907,350.2
-117.98,33.69,16,2437,438,986,422,5.7117,247.2
-117.98,33.68,24,4177,624,1704,606,6.2473,281.9
-117.98,33.68,14,3396,477,1542,472,7.3982,369.1
-117.98,33.67,7,5664,1174,2493,1101,5.8252,264.7
-117.98,33.65,22,3592,527,1598,523,6.5501,294.9
-117.98,33.65,22,3335,754,1500,719,3.7315,197.9
-117.98,33.65,18,1027,206,436,180,4.2159,211.3
-117.98,33.64,20,1851,495,792,363,3.8187,137.5
-117.98,33.61,17,2054,291,836,288,6.8939,383.9
-117.99,35.16,15,2180,416,960,370,2.875,87.8
-117.99,34.18,38,2981,432,1063,437,6.5254,365
-117.99,34.16,40,3838,696,1851,674,4.2407,262
-117.99,34.15,44,2492,611,1951,596,3.1304,185.6
-117.99,34.14,30,2346,567,1988,474,2.5625,153
-117.99,34.13,37,1568,371,1618,350,2.9605,129.4
-117.99,34.12,35,1040,231,1040,242,2.5395,139.2
-117.99,34.07,35,1681,360,1648,373,2.4911,145.9
-117.99,34.06,32,2491,616,2660,595,2.564,145.8
-117.99,34.05,35,1792,317,1441,306,3.7917,151.1
-117.99,34.04,30,4468,959,4027,938,3.185,168.3
-117.99,34,26,2988,397,1371,415,6.6988,382.5
-117.99,33.98,18,8399,1144,3727,1107,6.9695,360.4
-117.99,33.97,18,4078,484,1490,482,10.8034,500.001
-117.99,33.95,30,2217,284,851,291,10.4835,498.6
-117.99,33.94,34,1519,301,758,304,4.3125,214
-117.99,33.94,30,2395,565,1214,521,3.7045,212.3
-117.99,33.93,33,2299,431,1049,447,3.6458,208.1
-117.99,33.92,27,5805,1152,3106,1144,4.061,222.7
-117.99,33.9,33,2161,383,1235,383,5.6454,202.8
-117.99,33.9,30,1677,372,1021,332,3.5859,199.7
-117.99,33.89,23,2111,306,979,288,8.5621,347.8
-117.99,33.89,21,5195,1020,2539,988,4.5033,160.5
-117.99,33.88,25,3401,509,1503,498,6.6704,240.6
-117.99,33.88,15,2298,567,1261,527,4.2422,159.4
-117.99,33.87,34,1239,307,869,291,3.59,161.9
-117.99,33.87,16,1689,499,1260,453,3.1205,174
-117.99,33.86,36,1138,228,725,219,3.4167,187.2
-117.99,33.86,20,3540,906,2898,876,3.0252,178
-117.99,33.86,20,2303,612,1607,564,2.9,176.1
-117.99,33.85,35,1661,272,949,276,5.2548,192.6
-117.99,33.85,34,1948,306,957,304,4.9777,212.6
-117.99,33.84,34,2079,343,1379,352,5.103,207
-117.99,33.84,31,2982,547,1895,570,4.9115,255.5
-117.99,33.83,35,1484,252,916,248,5.2657,191.4
-117.99,33.82,33,2342,475,1367,509,4.1167,215.5
-117.99,33.82,21,2281,557,1510,460,2.8625,189.6
-117.99,33.82,19,1991,528,1202,460,3.1538,252.1
-117.99,33.81,23,3284,795,3257,758,2.4526,182.9
-117.99,33.8,25,3179,639,2526,623,3.3281,180.8
-117.99,33.8,18,383,94,487,98,3.975,162.5
-117.99,33.79,33,2064,324,1384,315,4.5263,169
-117.99,33.79,29,2470,560,1589,513,3.1801,190.5
-117.99,33.79,21,2695,707,1888,683,3.2857,213.3
-117.99,33.78,15,4273,993,2300,946,3.5313,213
-117.99,33.77,29,1312,267,922,255,3.1902,202.4
-117.99,33.77,15,2081,531,1617,561,3.4955,160.9
-117.99,33.76,30,1572,362,1351,359,3.369,190.9
-117.99,33.76,17,2545,737,1468,699,1.9439,177.7
-117.99,33.75,30,1859,462,1314,418,3.0909,184.4
-117.99,33.75,22,3024,754,2357,743,3.3125,191.8
-117.99,33.74,26,4065,741,1960,739,4.506,240
-117.99,33.73,20,3182,884,1770,817,3.1912,220.8
-117.99,33.73,17,5239,1045,2440,985,4.375,248.1
-117.99,33.72,26,1787,275,801,270,5.5514,255.7
-117.99,33.72,17,2801,649,1473,535,4.2875,134.8
-117.99,33.72,14,2127,537,1338,475,3.628,188.5
-117.99,33.71,19,1967,487,1251,404,3.6696,218.8
-117.99,33.71,18,1994,578,3031,577,2.7614,237.5
-117.99,33.71,17,1600,458,1803,432,2.7865,216.7
-117.99,33.7,25,2017,357,1063,369,4.0345,229.4
-117.99,33.69,17,3386,729,1715,666,3.7479,213
-117.99,33.69,16,1476,294,886,270,5.3259,216.4
-117.99,33.68,18,2024,462,1047,451,3.5848,186.9
-117.99,33.68,14,3305,841,2272,769,3.4899,216.7
-117.99,33.68,13,4000,883,1999,881,4.7245,273.6
-117.99,33.67,17,1692,427,903,423,3.5859,262.5
-117.99,33.67,15,3141,664,1729,633,4.2165,234.6
-117.99,33.67,12,2228,479,1122,488,4.0385,350
-117.99,33.66,29,1330,293,613,236,4.6591,353.1
-117.99,33.66,14,3155,653,951,575,3.0625,268.8
-118,35.05,21,1739,425,945,362,3.4015,86.5
-118,34.16,52,1354,227,531,206,4.8059,270.6
-118,34.16,42,1020,156,398,157,6.101,311.8
-118,34.15,48,3436,673,1540,648,4.275,256.8
-118,34.14,39,1302,303,800,291,3.2723,166.9
-118,34.14,31,1298,431,1131,425,1.0548,178.1
-118,34.13,35,1005,224,742,221,3.5481,158.1
-118,34.13,24,2584,520,1869,503,3.2841,167
-118,34.12,42,870,170,546,164,4.625,173.8
-118,34.12,37,1340,325,928,333,3.9219,175
-118,34.1,34,2249,460,1544,441,3.4005,176.3
-118,34.08,29,2003,401,1520,364,3.994,195.3
-118,34.08,23,1627,318,1279,289,4.6467,185.1
-118,34.07,34,1696,456,1609,426,2.25,138.5
-118,34.03,25,6909,1154,3912,1121,5.257,226.1
-118,33.97,30,6540,991,3124,953,6.0663,372.6
-118,33.95,35,1431,210,505,213,6.8109,401
-118,33.94,37,903,158,444,158,3.75,174.4
-118,33.94,36,2911,534,1395,486,5.1738,203.7
-118,33.94,35,2603,482,1305,507,3.9543,214.4
-118,33.93,35,802,153,445,150,5.0077,185
-118,33.91,19,5166,770,2374,753,5.979,285.2
-118,33.89,35,1065,176,574,171,5.0384,200.8
-118,33.89,35,1011,183,578,171,3.9861,188.7
-118,33.89,34,1932,315,1053,316,5.1377,213.3
-118,33.88,28,1624,289,755,280,4.7083,268.1
-118,33.88,18,2628,720,2276,649,2.735,170.8
-118,33.87,13,2086,544,1356,462,2.95,165.6
-118,33.86,32,1162,196,563,178,3.875,203
-118,33.85,34,1078,205,575,206,4.5083,188
-118,33.85,33,2053,418,1154,405,4.0455,197.2
-118,33.84,30,1549,325,885,299,4.0039,195.1
-118,33.84,29,2641,637,2413,619,2.8169,165.1
-118,33.83,26,1718,385,1022,368,3.9333,196.1
-118,33.83,24,2578,580,1217,529,2.2401,212.5
-118,33.82,24,3002,644,1495,634,3.1087,202.8
-118,33.82,21,2253,580,1536,500,3.2326,204.7
-118,33.82,18,2947,559,1820,551,4.5294,224.8
-118,33.81,22,2642,640,1702,588,3.5268,174.7
-118,33.81,17,2142,436,946,412,3.7059,146.3
-118,33.81,17,1530,404,883,344,2.8835,196.5
-118,33.81,13,2782,605,1749,628,4.1276,153.8
-118,33.79,18,3679,694,1820,652,3.6531,143.5
-118,33.77,28,2401,503,1155,456,3.5139,211.7
-118,33.77,24,1324,267,687,264,3.4327,192.8
-118,33.76,29,1982,503,1426,502,3.0263,194.2
-118,33.76,26,1876,455,1499,436,2.925,176
-118,33.76,14,1120,319,982,307,2.9083,179.2
-118,33.76,12,1250,331,1047,334,3.0625,208.8
-118,33.75,26,1382,387,1977,368,2.7589,137.5
-118,33.74,25,2767,346,1148,372,6.394,316.7
-118,33.73,26,2236,280,809,282,6.7395,342.8
-118,33.71,19,4808,1029,2422,971,4.0121,279.7
-118,33.68,12,5241,985,2048,943,6.4858,285.4
-118,33.66,25,4041,903,1689,784,4.2289,442.7
-118,33.66,16,2809,708,1260,638,3.2353,252.9
-118.01,35.12,15,1926,361,917,316,3.3889,68.5
-118.01,34.55,2,2701,530,1368,430,4.071,137.4
-118.01,34.16,47,1745,270,753,275,5.532,318.5
-118.01,34.15,52,2234,472,986,439,3.9125,265.5
-118.01,34.15,32,6597,1579,3689,1459,3.2377,184.1
-118.01,34.13,38,3374,671,1906,640,4.0729,212.3
-118.01,34.13,36,1332,217,648,203,4.7159,365.9
-118.01,34.12,43,1185,207,657,198,4.5491,214.8
-118.01,34.12,32,1937,332,922,340,3.94,278.4
-118.01,34.11,43,1858,345,1054,329,3.5625,211.6
-118.01,34.11,36,1722,320,794,322,4.2132,212.2
-118.01,34.11,32,1978,536,826,470,2.5114,212.2
-118.01,34.1,35,2120,412,1375,405,3.4609,166.3
-118.01,34.1,27,2424,542,1713,557,3.8085,181.4
-118.01,34.09,32,1613,361,1283,404,3.1944,181.7
-118.01,34.08,35,1852,358,1414,347,4.275,173.6
-118.01,34.07,24,5684,1485,6626,1481,2.2559,166.8
-118.01,34.07,22,6311,1572,6666,1456,2.9334,182.6
-118.01,34.06,26,557,153,455,196,2.7721,155.4
-118.01,34.05,37,682,172,813,173,3.8125,138
-118.01,34.05,31,1135,355,1717,368,2.1602,161.7
-118.01,33.97,36,1451,224,608,246,6.0648,290.8
-118.01,33.96,36,1805,288,882,308,5.3054,273.5
-118.01,33.95,36,1579,290,816,276,4.4318,181.1
-118.01,33.95,35,1755,322,774,290,5.0861,296.7
-118.01,33.94,36,1921,329,969,327,4.9191,188.7
-118.01,33.94,35,1323,235,807,247,4.2708,174.8
-118.01,33.93,34,2424,468,1293,444,3.275,189.9
-118.01,33.93,31,3395,742,1886,737,4.4118,174.4
-118.01,33.92,34,4039,694,2269,663,5.2305,205.1
-118.01,33.91,32,2722,571,2541,462,4.2305,221.4
-118.01,33.9,36,1382,257,685,255,5.125,211.7
-118.01,33.9,26,2968,674,1655,628,4.6094,201
-118.01,33.89,36,1589,265,804,272,4.6354,202.9
-118.01,33.89,34,1653,292,1003,310,4.6,203.4
-118.01,33.89,33,2046,327,1018,320,4.2292,212.8
-118.01,33.87,25,6348,1615,4188,1497,3.139,185.7
-118.01,33.86,29,2307,452,1218,402,3.4306,194.2
-118.01,33.85,29,3061,612,2396,640,4.6326,195.2
-118.01,33.84,28,4097,838,2112,803,4.5,202.1
-118.01,33.83,29,3963,772,2104,743,4.9803,208.6
-118.01,33.83,24,4639,1374,3093,1257,2.5577,202.3
-118.01,33.83,23,1086,268,825,250,2.4609,219.6
-118.01,33.82,31,1960,380,1356,356,4.0625,225.9
-118.01,33.82,10,3897,893,1992,693,4.1591,192.3
-118.01,33.81,25,1831,345,809,339,4.5179,177.1
-118.01,33.81,18,5238,1083,3032,1065,4.4583,190.1
-118.01,33.8,16,4021,701,1488,650,5.32,219.5
-118.01,33.79,30,2460,403,1277,395,5.4372,223.2
-118.01,33.79,23,2663,430,1499,403,5.7837,258
-118.01,33.78,26,2343,377,1166,373,6,233.1
-118.01,33.78,19,2648,478,1160,452,5.9357,207.4
-118.01,33.77,33,1387,238,890,264,5.422,204.1
-118.01,33.77,32,1771,296,995,272,5.8362,217.5
-118.01,33.76,35,2072,349,1249,317,3.9855,191.9
-118.01,33.76,26,2141,597,2038,585,2.2981,177.7
-118.01,33.75,30,3380,722,2269,652,4.525,186
-118.01,33.74,25,8110,1264,3613,1232,6.0609,264.9
-118.01,33.73,23,4095,578,1766,589,6.7418,302.5
-118.01,33.71,18,6565,1357,3079,1248,4.7515,295.6
-118.01,33.7,24,3856,567,1741,588,7.248,302.7
-118.01,33.69,3,945,115,337,123,11.5199,500.001
-118.01,33.67,16,3581,780,1644,774,5.041,397.6
-118.01,33.67,13,2902,536,1125,490,5.888,447.7
-118.01,33.66,19,4559,1045,1949,910,4.355,429.2
-118.02,34.62,38,248,55,261,53,2.1413,96.9
-118.02,34.57,4,10655,1706,5391,1529,5.083,151.3
-118.02,34.17,32,3868,548,1558,528,9.4667,500.001
-118.02,34.15,44,2267,426,980,372,3.6,307.4
-118.02,34.14,34,1077,257,478,199,2.6316,252.8
-118.02,34.14,31,6854,1578,4131,1524,3.5878,222.8
-118.02,34.13,32,3308,718,1803,667,3.9464,273.6
-118.02,34.12,37,2250,360,989,329,6.1536,366
-118.02,34.12,36,1471,246,751,230,5.4555,395.1
-118.02,34.11,39,1504,280,718,261,4.625,219
-118.02,34.11,35,2454,458,1110,435,3.8029,414.8
-118.02,34.1,36,452,80,248,83,1.9688,226
-118.02,34.1,36,1928,361,1008,368,4.733,233.7
-118.02,34.09,32,1747,399,1199,402,3.4286,191.8
-118.02,34.09,24,2080,514,1976,478,2.6917,170
-118.02,34.08,29,2741,667,2449,677,3.6944,175.2
-118.02,34.07,21,3245,959,3528,887,2.3236,156.3
